"","fy","fund","agency","source","interfund_trans","from_fund","source_name","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","source_name_AWM","rev_type","rev_type_name","amnesty","local","type_assigned","med_option_recent","rev_type_new"
"3864",2021,"0001","370","2713",NA,NA,"INB ADLT USE CANNABIS CASH TAX",5.41,NA,"GENERAL REVENUE","TREASURER","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","INB ADLT USE CANNABIS CASH TAX","63",".",NA,0,NA,0,"78"
"3865",2022,"0001","370","2713",NA,"9999","INB ADLT USE CANNABIS CASH TAX",8.42,"rev_ioc_22.08.01","GENERAL REVENUE","TREASURER",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","INB ADLT USE CANNABIS CASH TAX","63",".",NA,0,NA,0,"78"
"3866",2021,"0907","416","2718",NA,NA,"TMSTR OPTOUT LEGAL & EDUC",675180,NA,"HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT","D","SPECIAL STATE FUNDS","0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1","TMSTR OPTOUT LEGAL & EDUC","78",".",NA,0,NA,0,"78"
"3867",2022,"0907","416","2718",NA,"9999","TMSTR OPTOUT LEGAL & EDUC",725970.18,"rev_ioc_22.08.01","HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT",NA,NA,"0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1","TMSTR OPTOUT LEGAL & EDUC","78",".",NA,0,NA,0,"78"
"3868",2021,"0001","370","2720",NA,NA,"BLACK ROCK LIQUIDITY/CABRERA P",24445.16,NA,"GENERAL REVENUE","TREASURER","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","BLACK ROCK LIQUIDITY/CABRERA P","63",".",NA,0,NA,0,"78"
"3869",2022,"0001","370","2720",NA,"9999","BLACK ROCK LIQUIDITY/CABRERA P",29776.86,"rev_ioc_22.08.01","GENERAL REVENUE","TREASURER",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","BLACK ROCK LIQUIDITY/CABRERA P","63",".",NA,0,NA,0,"78"
"3870",2021,"0001","370","2722",NA,NA,"DWS ESG LIQUIDITY PRIME",46660.73,NA,"GENERAL REVENUE","TREASURER","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWS ESG LIQUIDITY PRIME","63",".",NA,0,NA,0,"78"
"3871",2022,"0001","370","2722",NA,"9999","DWS ESG LIQUIDITY PRIME",46344.12,"rev_ioc_22.08.01","GENERAL REVENUE","TREASURER",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DWS ESG LIQUIDITY PRIME","63",".",NA,0,NA,0,"78"
"3872",2021,"0001","370","2723",NA,NA,"JPM ACADEMY PRIME",33271.27,NA,"GENERAL REVENUE","TREASURER","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JPM ACADEMY PRIME","63",".",NA,0,NA,0,"78"
"3873",2022,"0001","370","2723",NA,"9999","JPM ACADEMY PRIME",39427.28,"rev_ioc_22.08.01","GENERAL REVENUE","TREASURER",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","JPM ACADEMY PRIME","63",".",NA,0,NA,0,"78"
"3874",2021,"0001","448","2724",NA,NA,"COMMISSION INCOME",10058.42,NA,"GENERAL REVENUE","INNOVATION AND TECHNOLOGY","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","COMMISSION INCOME","78",".",NA,0,NA,0,"78"
"3875",2022,"0001","448","2724",NA,"9999","COMMISSION INCOME",254.56,"rev_ioc_22.08.01","GENERAL REVENUE","INNOVATION AND TECHNOLOGY",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","COMMISSION INCOME","78",".",NA,0,NA,0,"78"
"3876",2022,"0185","350","2729",NA,"9999","NORTH PARK COLLEGE LIC PLATES",20,"rev_ioc_22.08.01","SECRETARY OF STATE SPEC LIC PL","SECRETARY OF STATE",NA,NA,"0185","0185","0",NA,"1","SECRETARY OF STATE SPEC LIC PL","D","Special State Funds","1","1","NORTH PARK COLLEGE LIC PLATES","42",".",NA,0,NA,0,"42"
"3877",2021,"0386","440","2734",NA,NA,"APPRAISAL FEE",38525,NA,"APPRAISAL ADMINISTRATION","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0386","0386","0",NA,"1","APPRAISAL ADMINISTRATION","D","Special State Funds","1","1","APPRAISAL FEE","39",".",NA,0,NA,0,"39"
"3878",2022,"0386","440","2734",NA,"9999","APPRAISAL FEE",197775,"rev_ioc_22.08.01","APPRAISAL ADMINISTRATION","FINANCIAL AND PROFESSIONAL REG",NA,NA,"0386","0386","0",NA,"1","APPRAISAL ADMINISTRATION","D","Special State Funds","1","1","APPRAISAL FEE","39",".",NA,0,NA,0,"39"
"3879",2022,"0001","370","2736",NA,"9999","STATE ST INSTITNL US GOV FND",1622448.06,"rev_ioc_22.08.01","GENERAL REVENUE","TREASURER",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATE ST INSTITNL US GOV FND","63",".",NA,0,NA,0,"78"
"3880",2022,"0976","406","2737",NA,"9999","VGA - IL STATE FAIR OP FEES",48387.3,"rev_ioc_22.08.01","FAIRGROUNDS IMPROVMNT & RACING","AGRICULTURE",NA,NA,"0976","0976","0",NA,"1","FAIRGROUNDS IMPROVMNT & RACING","D","Special State Funds","1","1","VGA - IL STATE FAIR OP FEES","36",NA,NA,0,NA,0,"36"
"3881",2022,"0976","406","2738",NA,"9999","VGA-DU QUOIN STATE FAIR OP FEE",11029.15,"rev_ioc_22.08.01","FAIRGROUNDS IMPROVMNT & RACING","AGRICULTURE",NA,NA,"0976","0976","0",NA,"1","FAIRGROUNDS IMPROVMNT & RACING","D","Special State Funds","1","1","VGA-DU QUOIN STATE FAIR OP FEE","36",NA,NA,0,NA,0,"36"
"3882",2022,"0427","492","2740",NA,"9999","ENRGY TRANSITION ASST/ELECTRIC",28773074.81,"rev_ioc_22.08.01","ENERGY TRANSITION ASSISTANCE","REVENUE",NA,NA,"0427","0427","0",NA,"1","ENERGY TRANSITION ASSISTANCE","D","Special State Funds","1","1","ENRGY TRANSITION ASST/ELECTRIC","12",NA,NA,0,NA,0,"12"
"3883",2022,"0534","563","2742",NA,"9999","OPERATION ASSESSMENT FEE",2828085.38,"rev_ioc_22.08.01","IL WORKERS' COMP COMM OPERATNS","IL WORKERS' COMPENSATION COMMI",NA,NA,"0534-B","0534","2",NA,"1","IL WORKERS' COMP COMM OPERATNS","D","Special State Funds","1","1","OPERATION ASSESSMENT FEE",NA,NA,NA,0,NA,0,NA
"3884",2022,"0011","350","2745",NA,"9999","FY22 TITLE INCREASE",3072054,"rev_ioc_22.08.01","ROAD","SECRETARY OF STATE",NA,NA,"0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1","FY22 TITLE INCREASE",NA,NA,NA,0,NA,0,NA
"3885",2022,"0392","452","2747",NA,"9999","BUSINESS FILING FEE",24150,"rev_ioc_22.08.01","EQUAL PAY REGISTRATION","LABOR",NA,NA,"0392-B","0392","2",NA,"1","EQUAL PAY REGISTRATION","D","Special State Funds","1","1","BUSINESS FILING FEE","39",NA,NA,0,NA,0,"39"
"3886",2022,"0059","524","2755",NA,"9999","PUBLIC UTIL - ETHICS REPRT FEE",1235000,"rev_ioc_22.08.01","PUBLIC UTILITY","IL COMMERCE COMMISSION",NA,NA,"0059","0059","0",NA,"1","PUBLIC UTILITY","D","Special State Funds","1","1","PUBLIC UTIL - ETHICS REPRT FEE",NA,NA,NA,0,NA,0,NA
"3887",2022,"0101","511","2756",NA,"9999","UNEXP CAPITAL IMP PROJECTS",90582.98,"rev_ioc_22.08.01","GENERAL OBLIGATION BR&I","CAPITAL DEVELOPMENT BOARD",NA,NA,"0101","0101","0",NA,"1","GENERAL OBLIGATION BR&I","F","Debt Service Funds","1","1","UNEXP CAPITAL IMP PROJECTS",NA,NA,NA,0,NA,0,NA
"3888",2021,"0001","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",3816656520.78,NA,"GENERAL REVENUE","STATUTORY TRANSFERS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3889",2021,"0005","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",77615.68,NA,"GR - CS SPECIAL ACCT","STATUTORY TRANSFERS","A","GENERAL FUNDS","0005","0005","0",NA,"1","GR - CS SPECIAL ACCT","A","General Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3890",2021,"0007","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",231426.16,NA,"EDUCATION ASSISTANCE","STATUTORY TRANSFERS","A","GENERAL FUNDS","0007","0007","0",NA,"1","EDUCATION ASSISTANCE","A","General Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3891",2021,"0011","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",836223951.28,NA,"ROAD","STATUTORY TRANSFERS","B","HIGHWAY FUNDS","0011","0011","0",NA,"1","ROAD","B","Highway Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3892",2021,"0012","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",6933452.04,NA,"MOTOR FUEL TAX","STATUTORY TRANSFERS","B","HIGHWAY FUNDS","0012","0012","0",NA,"1","MOTOR FUEL TAX","B","Highway Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3893",2021,"0014","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",349.88,NA,"FOOD & DRUG SAFETY","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0014","0014","0",NA,"1","FOOD & DRUG SAFETY","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3894",2021,"0018","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",3e+06,NA,"TRANSPORTATION REGULATORY","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0018","0018","0",NA,"1","TRANSPORTATION REGULATORY","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3895",2021,"0019","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",92324500,NA,"GRADE CROSSING PROTECTION","STATUTORY TRANSFERS","B","HIGHWAY FUNDS","0019","0019","0",NA,"1","GRADE CROSSING PROTECTION","B","Highway Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3896",2021,"0022","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",21656.72,NA,"GENERAL PROFESSIONS DEDICATED","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0022","0022","0",NA,"1","GENERAL PROFESSIONS DEDICATED","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3897",2021,"0026","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",20904000,NA,"LIVE & LEARN","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0026","0026","0",NA,"1","LIVE & LEARN","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3898",2021,"0030","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",19,NA,"SUPREME COURT SPECIAL PURPOSES","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0030-B","0030","2",NA,"1","SUPREME COURT SPECIAL PURPOSES","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3899",2021,"0036","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",4763087,NA,"IL VETERANS' REHABILITATION","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0036","0036","0",NA,"1","IL VETERANS' REHABILITATION","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3900",2021,"0039","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",5040000,NA,"STATE BOATING ACT","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0039","0039","0",NA,"1","STATE BOATING ACT","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3901",2021,"0040","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",4940.94,NA,"STATE PARKS","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3902",2021,"0041","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",3195.38,NA,"WILDLIFE & FISH","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3903",2021,"0045","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",23781320.1,NA,"AGRICULTURAL PREMIUM","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0045","0045","0",NA,"1","AGRICULTURAL PREMIUM","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3904",2021,"0047","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",32868.61,NA,"FIRE PREVENTION","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0047","0047","0",NA,"1","FIRE PREVENTION","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3905",2021,"0048","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",2e+05,NA,"RURAL/DOWNSTATE HEALTH ACCESS","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0048","0048","0",NA,"1","RURAL&DOWNSTATE HEALTH ACCESS","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3906",2021,"0050","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",59039088.35,NA,"MENTAL HEALTH","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0050","0050","0",NA,"1","MENTAL HEALTH","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3907",2021,"0052","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",7e+06,NA,"FEDERAL TITLE III SS & EMPLOY","STATUTORY TRANSFERS","G","FEDERAL TRUST FUNDS","0052","0052","0",NA,"1","FEDERAL TITLE III SS & EMPLOY","G","Federal Trust Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3908",2021,"0053","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",27922810.8,NA,"METRO EXPO AUD & OFFICE BLDG","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0053","0053","0",NA,"1","METRO EXPO AUD & OFFICE BLDG","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3909",2021,"0054","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",280972131,NA,"STATE PENSIONS","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0054","0054","0",NA,"1","STATE PENSIONS","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3910",2021,"0059","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",2e+06,NA,"PUBLIC UTILITY","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0059","0059","0",NA,"1","PUBLIC UTILITY","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3911",2021,"0060","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",307140.01,NA,"ALZHEIMERS RESRCH CARE SUPPORT","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0060","0060","0",NA,"1","ALZHEIMER'S DISEASE RESEARCH","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3912",2021,"0063","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",2.95e+08,NA,"PUBLIC HEALTH SERVICES","STATUTORY TRANSFERS","G","FEDERAL TRUST FUNDS","0063","0063","0",NA,"1","PUBLIC HEALTH SERVICES","G","Federal Trust Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3913",2021,"0067","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",275643.57,NA,"RADIATION PROTECTION","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0067","0067","0",NA,"1","RADIATION PROTECTION","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3914",2021,"0068","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",18854.52,NA,"HOSPITAL LICENSURE","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0068-B","0068","2",NA,"1","HOSPITAL LICENSURE","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3915",2021,"0069","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",340000,NA,"NATURAL HERITAGE ENDOW TR","STATUTORY TRANSFERS","I","STATE TRUST FUNDS","0069","0069","0",NA,"1","NAT'L HERITAGE ENDOWMENT TRUST","I","State Trust Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3916",2021,"0072","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",16745.82,NA,"UNDERGROUND STORAGE TANK","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0072","0072","0",NA,"1","UNDERGROUND STORAGE TANK","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3917",2021,"0078","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",463.61,NA,"SOLID WASTE MANAGEMENT","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0078","0078","0",NA,"1","SOLID WASTE MANAGEMENT","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3918",2021,"0091","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",1749.12,NA,"CLEAN AIR ACT PERMIT","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0091","0091","0",NA,"1","CLEAN AIR ACT (CAA) PERMIT","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3919",2021,"0093","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",6949.9,NA,"IL STATE MEDICAL DISCIPLINARY","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0093","0093","0",NA,"1","IL STATE MEDICAL DISCIPLINARY","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3920",2021,"0100","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",473920.72,NA,"ASSISTANCE TO THE HOMELESS","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0100","0100","0",NA,"1","ASSISTANCE TO THE HOMELESS","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3921",2021,"0101","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",5136289736.26,NA,"GENERAL OBLIGATION BR&I","STATUTORY TRANSFERS","F","DEBT SERVICE FUNDS","0101","0101","0",NA,"1","GENERAL OBLIGATION BR&I","F","Debt Service Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3922",2021,"0105","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",2392838.55,NA,"IL CIVIC CENTER BR&I","STATUTORY TRANSFERS","F","DEBT SERVICE FUNDS","0105","0105","0",NA,"1","IL CIVIC CENTER BR&I","F","Debt Service Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3923",2021,"0113","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",4e+05,NA,"COMMUNITY HEALTH CENTER CARE","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0113","0113","0",NA,"1","COMMUNITY HEALTH CENTER CARE","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3924",2021,"0118","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",2014611.17,NA,"FACILITY LICENSING","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0118","0118","0",NA,"1","FACILITY LICENSING","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3925",2021,"0120","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",19497,NA,"HOME SERVICES MEDICAID TRUST","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0120-B","0120","2",NA,"1","HOME SERVICES MEDICAID TRUST","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3926",2021,"0128","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",2134150,NA,"YOUTH ALCOHOL&SUBSTANCE ABUSE","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0128","0128","0",NA,"1","YOUTH ALCOHOL&SUBSTANCE ABUSE","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3927",2021,"0129","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",95474.63,NA,"STATE GAMING","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0129","0129","0",NA,"1","STATE GAMING","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3928",2021,"0136","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",45000162,NA,"UNIVERSITY OF IL HOSPITAL SERV","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0136","0136","0",NA,"1","UNIVERSITY OF IL HOSPITAL SERV","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3929",2021,"0141","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",18394729.91,NA,"CAPITAL DEVELOPMENT","STATUTORY TRANSFERS","E","BOND FINANCED FUNDS","0141","0141","0",NA,"1","CAPITAL DEVELOPMENT","E","Bond Financed Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3930",2021,"0144","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",259678.51,NA,"SBE SPECIAL PURPOSE TRUST","STATUTORY TRANSFERS","I","STATE TRUST FUNDS","0144","0144","0",NA,"1","SBE SPECIAL PURPOSE TRUST","I","State Trust Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3931",2021,"0148","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",4e+06,NA,"MENTAL HEALTH REPORTING","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0148-B","0148","2",NA,"1","MENTAL HEALTH REPORTING","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3932",2021,"0151","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",15959.02,NA,"REG CPA ADMIN & DISCIPLINARY","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0151","0151","0",NA,"1","REG CPA ADMIN & DISCIPLINARY","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3933",2021,"0152","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",3504822.67,NA,"STATE CRIME LABORATORY","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0152","0152","0",NA,"1","STATE CRIME LABORATORY","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3934",2021,"0163","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",74815.65,NA,"WEIGHTS & MEASURES","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0163","0163","0",NA,"1","WEIGHTS & MEASURES","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3935",2021,"0175","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",10363.38,NA,"IL SCHOOL ASBESTOS  ABATEMENT","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0175","0175","0",NA,"1","IL SCHOOL ASBESTOS  ABATEMENT","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3936",2021,"0184","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",1e+05,NA,"ICJIA VIOLENCE PREVENTION","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0184","0184","0",NA,"1","ICJIA VIOLENCE PREVENTION","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3937",2021,"0186","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",1500000,NA,"STATE AND LOCAL SALES TX REFRM","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0186","0186","0",NA,"1","STATE AND LOCAL SALES TX REFRM","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3938",2021,"0187","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",72039152.46,NA,"RTA OCCUP&USE TAX REPLACEMENT","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0187","0187","0",NA,"1","RTA OCCUP&USE TAX REPLACEMENT","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3939",2021,"0196","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",3e+05,NA,"GEN ASSEMBLY OPERATIONS REV","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0196","0196","0",NA,"1","GEN ASSEMBLY OPERATIONS REV","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3940",2021,"0198","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",180248.87,NA,"DIABETES RESEARCH CHECKOFF","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0198","0198","0",NA,"1","DIABETES RESEARCH CHECKOFF","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3941",2021,"0212","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",3338243,NA,"FEDERAL FINANCING COST REIMB","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0212","0212","0",NA,"1","FEDERAL FINANCING COST REIMB","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3942",2021,"0215","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",11501.6,NA,"CAPITAL DEVELOP BRD REVOLVING","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0215","0215","0",NA,"1","CAPITAL DEVELOP BRD REVOLVING","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
"3943",2021,"0218","799","TRIN",NA,NA,"STATUTORY TRANSFER IN",27310568,NA,"PROFESSIONS INDIRECT COST","STATUTORY TRANSFERS","D","SPECIAL STATE FUNDS","0218","0218","0",NA,"1","PROFESSIONS INDIRECT COST","D","Special State Funds","1","1","STATUTORY TRANSFER IN","99",".",NA,0,NA,0,"99"
