fy,fund,agency,source,interfund_trans,from_fund,source_name.x,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,revenuesource,total,source_name_AWM,source_name.y,source_name_formula,rev_type,rev_type_name,amnesty,local,type_assigned,source_flag,med_option_recent,rev_type_new
2020,0129,565,2273,0,9999,VGA-MANUFACTURERS' LICENSES,40000,rev ioc 03.11.2020,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2021,0129,565,2273,NA,NA,VGA-MANUFACTURERS' LICENSES,120000,NA,STATE GAMING,ILLINOIS GAMING BOARD,D,SPECIAL STATE FUNDS,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2022,0129,565,2273,NA,9999,VGA-MANUFACTURERS' LICENSES,80000,rev_ioc_22.08.01,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,VGA-MANUFACTURERS' LICENSES,39,.,NA,0,NA,NA,0,39
2012,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,150000,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2013,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,290000,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2014,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,190000,rev IOC 15.09.28,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2015,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,100000,rev ioc 16.01.07,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2016,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,100000,rev ioc 16.08.04,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2017,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,100000,rev ioc 17.11.29,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2018,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,90000,NA,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2019,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,90000,rev ioc 12.11.2019,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2020,0129,565,2274,0,9999,VGA-DISTRIBUTOR LICENSES,60000,rev ioc 03.11.2020,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2021,0129,565,2274,NA,NA,VGA-DISTRIBUTOR LICENSES,180000,NA,STATE GAMING,ILLINOIS GAMING BOARD,D,SPECIAL STATE FUNDS,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2022,0129,565,2274,NA,9999,VGA-DISTRIBUTOR LICENSES,120000,rev_ioc_22.08.01,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,VGA-DISTRIBUTOR LICENSES,39,.,NA,0,NA,NA,0,39
2012,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,290000,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2013,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,567000,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2014,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,395000,rev IOC 15.09.28,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2015,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,365000,rev ioc 16.01.07,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2016,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,335000,rev ioc 16.08.04,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2017,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,340000,rev ioc 17.11.29,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2018,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,360000,NA,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2019,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,360000,rev ioc 12.11.2019,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2020,0129,565,2275,0,9999,VGA-TERMINAL OPERATOR LICENSES,395000,rev ioc 03.11.2020,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2021,0129,565,2275,NA,NA,VGA-TERMINAL OPERATOR LICENSES,405025,NA,STATE GAMING,ILLINOIS GAMING BOARD,D,SPECIAL STATE FUNDS,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2022,0129,565,2275,NA,9999,VGA-TERMINAL OPERATOR LICENSES,395000,rev_ioc_22.08.01,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,VGA-TERMINAL OPERATOR LICENSES,39,.,NA,0,NA,NA,0,39
2012,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,8000,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2013,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,34000,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2014,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,22000,rev IOC 15.09.28,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2015,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,18000,rev ioc 16.01.07,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2016,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,24000,rev ioc 16.08.04,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2017,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,20000,rev ioc 17.11.29,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2018,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,20000,NA,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2019,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,20000,rev ioc 12.11.2019,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2020,0129,565,2276,0,9999,VGA-SUPPLIER LICENSES,20000,rev ioc 03.11.2020,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2021,0129,565,2276,NA,NA,VGA-SUPPLIER LICENSES,24000,NA,STATE GAMING,ILLINOIS GAMING BOARD,D,SPECIAL STATE FUNDS,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2022,0129,565,2276,NA,9999,VGA-SUPPLIER LICENSES,22000,rev_ioc_22.08.01,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,VGA-SUPPLIER LICENSES,39,.,NA,0,NA,NA,0,39
2013,0129,565,2277,0,9999,VGA-TECHNICIAN LICENSES,11300,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2014,0129,565,2277,0,9999,VGA-TECHNICIAN LICENSES,11900,rev IOC 15.09.28,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2015,0129,565,2277,0,9999,VGA-TECHNICIAN LICENSES,9200,rev ioc 16.01.07,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2016,0129,565,2277,0,9999,VGA-TECHNICIAN LICENSES,8125,rev ioc 16.08.04,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2017,0129,565,2277,0,9999,VGA-TECHNICIAN LICENSES,6200,rev ioc 17.11.29,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2018,0129,565,2277,0,9999,VGA-TECHNICIAN LICENSES,6100,NA,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2019,0129,565,2277,0,9999,VGA-TECHNICIAN LICENSES,4900,rev ioc 12.11.2019,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2020,0129,565,2277,0,9999,VGA-TECHNICIAN LICENSES,4400,rev ioc 03.11.2020,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2021,0129,565,2277,NA,NA,VGA-TECHNICIAN LICENSES,5000,NA,STATE GAMING,ILLINOIS GAMING BOARD,D,SPECIAL STATE FUNDS,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2022,0129,565,2277,NA,9999,VGA-TECHNICIAN LICENSES,3900,rev_ioc_22.08.01,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,VGA-TECHNICIAN LICENSES,39,.,NA,0,NA,NA,0,39
2013,0129,565,2278,0,9999,VGA-ESTABLISHMENT LICENSES,196400,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2014,0129,565,2278,0,9999,VGA-ESTABLISHMENT LICENSES,479600,rev IOC 15.09.28,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2015,0129,565,2278,0,9999,VGA-ESTABLISHMENT LICENSES,535075,rev ioc 16.01.07,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2016,0129,565,2278,0,9999,VGA-ESTABLISHMENT LICENSES,605875,rev ioc 16.08.04,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2017,0129,565,2278,0,9999,VGA-ESTABLISHMENT LICENSES,625425,rev ioc 17.11.29,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2018,0129,565,2278,0,9999,VGA-ESTABLISHMENT LICENSES,723450,NA,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2019,0129,565,2278,0,9999,VGA-ESTABLISHMENT LICENSES,737450,rev ioc 12.11.2019,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2020,0129,565,2278,0,9999,VGA-ESTABLISHMENT LICENSES,669121.62,rev ioc 03.11.2020,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2021,0129,565,2278,NA,NA,VGA-ESTABLISHMENT LICENSES,912100,NA,STATE GAMING,ILLINOIS GAMING BOARD,D,SPECIAL STATE FUNDS,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2022,0129,565,2278,NA,9999,VGA-ESTABLISHMENT LICENSES,843825,rev_ioc_22.08.01,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,VGA-ESTABLISHMENT LICENSES,39,.,NA,0,NA,NA,0,39
2013,0129,565,2279,0,9999,VGA-TERMINAL LICENSES,454500,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2014,0129,565,2279,0,9999,VGA-TERMINAL LICENSES,2106000,rev IOC 15.09.28,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2015,0129,565,2279,0,9999,VGA-TERMINAL LICENSES,2388300,rev ioc 16.01.07,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2016,0129,565,2279,0,9999,VGA-TERMINAL LICENSES,2551725,rev ioc 16.08.04,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2017,0129,565,2279,0,9999,VGA-TERMINAL LICENSES,2916125,rev ioc 17.11.29,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2018,0129,565,2279,0,9999,VGA-TERMINAL LICENSES,3253600,NA,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2019,0129,565,2279,0,9999,VGA-TERMINAL LICENSES,3511200,rev ioc 12.11.2019,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2020,0129,565,2279,0,9999,VGA-TERMINAL LICENSES,3337700,rev ioc 03.11.2020,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2021,0129,565,2279,NA,NA,VGA-TERMINAL LICENSES,5385500,NA,STATE GAMING,ILLINOIS GAMING BOARD,D,SPECIAL STATE FUNDS,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2022,0129,565,2279,NA,9999,VGA-TERMINAL LICENSES,4976500,rev_ioc_22.08.01,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,VGA-TERMINAL LICENSES,39,.,NA,0,NA,NA,0,39
2013,0129,565,2280,0,9999,VGA-HANDLER LICENSES,38850,rev IOC 13.08.02,NA,NA,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,39,.,NA,0,NA,NA,0,39
2014,0129,565,2280,0,9999,VGA-HANDLER LICENSES,62500,rev IOC 15.09.28,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,39,.,NA,0,NA,NA,0,39
2015,0129,565,2280,0,9999,VGA-HANDLER LICENSES,70125,rev ioc 16.01.07,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,39,.,NA,0,NA,NA,0,39
2016,0129,565,2280,0,9999,VGA-HANDLER LICENSES,80725,rev ioc 16.08.04,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,39,.,NA,0,NA,NA,0,39
2017,0129,565,2280,0,9999,VGA-HANDLER LICENSES,81950,rev ioc 17.11.29,STATE GAMING,ILLINOIS GAMING BOARD,NA,NA,0129,0129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,NA,NA,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,VGA-HANDLER LICENSES,39,.,NA,0,NA,NA,0,39
