fy,fund,fund_name,agency,agency_name,appr_org,org_name,obj_seq_type,appn_net_xfer,expenditure,data_source,object,category,sequence,type,trans_agency,trans_type,wh_approp_name,fund_cat,fund_cat_name.x,expenditurethrough6302022,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,refund,pension,eehc,group,group_name,year
2003,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,15,TAX ENFORCEMENT,11800000,74400,61410.51,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2003
2003,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,MANAGEMENT SERVICES,11800000,1032300,780062.93,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2003
2004,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,10,GOVERNMENT SERVICES,11800000,198000,163040.32,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2004
2004,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,15,TAX ENFORCEMENT,11800000,22000,21472.34,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2004
2004,0802,PERSONAL PROPERTY TAX REPLACE.,492,REVENUE,27,TAX OPERATIONS,11800000,1136200,902264.77,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2004
2005,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,10,GOVERNMENT SERVICES,11800000,216000,209927.35,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2005
2005,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,15,TAX ENFORCEMENT,11800000,276000,258618.61,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2005
2005,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,972000,889262.32,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2005
2006,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,10,GOVERNMENT SERVICES,11800000,248400,222490.14,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2006
2006,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,15,TAX ENFORCEMENT,11800000,303600,273817.84,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2006
2006,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,1090200,954619.7,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2006
2007,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,10,GOVERNMENT SERVICES,11800000,261000,219703.23,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2007
2007,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,15,TAX ENFORCEMENT,11800000,319000,258502.68,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2007
2007,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,1145500,954527.69,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2007
2008,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,10,GOVERNMENT SERVICES,11800000,266400,238561.84,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2008
2008,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,15,TAX ENFORCEMENT,11800000,325600,254342.64,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2008
2008,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,1169200,1009123.83,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2008
2009,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,2559900,2036560.46,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2009
2010,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,2559900,2088131.03,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2010
2010,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,413400,309697.84,exp IOC 13.08.09,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2010
2011,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,2410500,2402231.38,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2011
2011,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,418500,359464.64,exp IOC 13.08.09,1180,1,00,00,.,.,FOR GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2011
2012,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,2802800,2771083.07,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2012
2012,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,610500,472603.72,exp IOC 13.08.09,1180,1,00,00,.,.,FOR GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2012
2013,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,3703000,3659225.54,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2013
2013,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,713000,651274.38,exp IOC 14.09.08,1180,1,00,00,.,.,FOR GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2013
2014,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX OPERATIONS,11800000,3751300,3549988.62,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2014
2014,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,267000,248827.46,exp IOC 15.04.28,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2014
2014,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,802000,684896.4,exp IOC 15.04.28,1180,1,00,00,.,.,FOR GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2014
2015,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,3703000,3410547.61,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2015
2015,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,276000,235293.09,exp ioc 16.01.07,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2015
2015,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,782000,699620.25,exp ioc 16.01.07,1180,1,00,00,.,.,FOR GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2015
2016,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,3864000,3645037.53,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2016
2016,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,265200,230832.14,exp ioc 16.10.24,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2016
2016,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,864000,732957.64,exp ioc 16.10.24,1180,1,00,00,.,.,FOR GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2016
2017,0802,PERSONAL PROPERTY TAX REPLACE,295,STATE'S ATTYS APPELLATE PROSEC,01,GENERAL OPERATIONS,11800008,24268,24267.13,exp ioc 17.11.29,1180,1,00,08,.,.,"INV CNT APP,GROUP INSURANCE",NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,920,JUDICIAL,2017
2017,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,3864000,3647226.57,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2017
2017,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,240000,212706.23,exp ioc 17.11.29,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2017
2017,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,864000,692039.05,exp ioc 17.11.29,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2017
2018,0802,PERSONAL PROPERTY TAX REPLACE,295,STATE'S ATTYS APPELLATE PROSEC,01,GENERAL OPERATIONS,11800000,25741,25740.35,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,920,JUDICIAL,2018
2018,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,3864000,3208698.33,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2018
2018,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,264000,229544.28,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2018
2018,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,864000,627647.45,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2018
2019,0802,PERSONAL PROPERTY TAX REPLACE,295,STATE'S ATTYS APPELLATE PROSEC,01,GENERAL OPERATIONS,11800000,96000,55732.6,exp ioc 12.11.2019,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,920,JUDICIAL,2019
2019,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,3864000,3315875.63,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2019
2019,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,264000,228174.42,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2019
2019,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,864000,683530.22,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2019
2020,0802,PERSONAL PROPERTY TAX REPLACE,295,STATE'S ATTYS APPELLATE PROSEC,01,GENERAL OPERATIONS,11800000,168000,79147.66,exp ioc 03.11.2020,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,920,JUDICIAL,2020
2020,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,3864000,3113228.5,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2020
2020,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,264000,174780.38,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2020
2020,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,910600,689696.83,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2020
2021,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,291500,169087.72,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2021
2021,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,4266500,3615895.91,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2021
2021,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,1086500,832572.82,NA,1180,1,00,00,.,.,GROUP INSURANCE,D,SPECIAL STATE FUNDS,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2021
2021,0802,PERSONAL PROPERTY TAX REPLACE,295,STATE'S ATTYS APPELLATE PROSEC,01,GENERAL OPERATIONS,11800000,194500,139311.68,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,D,SPECIAL STATE FUNDS,NA,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,920,JUDICIAL,2021
2022,0802,PERSONAL PROPERTY TAX REPLACE,295,STATE'S ATTYS APPELLATE PROSEC,01,GENERAL OPERATIONS,11800000,176300,141191.86,exp_ioc_22.08.01,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,141191.86,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,920,JUDICIAL,2022
2022,0802,PERSONAL PROPERTY TAX REPLACE,492,REVENUE,27,TAX ADMINISTRATION & ENFORCE,11800000,3783500,3770548.02,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,3604562.15,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,492,492,2022
2022,0802,PERSONAL PROPERTY TAX REPLACE,548,IL EDUCAT LABOR RELATIONS BD,01,GENERAL OFFICE,11800000,258500,173403.54,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,166161.85000000003,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2022
2022,0802,PERSONAL PROPERTY TAX REPLACE,580,PROPERTY TAX APPEAL BOARD,10,DOWN STATE OFFICES,11800000,1057500,847010.3,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,810754.82,0802,0802,0,NA,1,PERSONAL PROPERTY TAX REPLACE,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2022
1998,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,01,GENERAL OFFICE,11800000,265000,226026.71,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,1998
1998,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,10,RETAILER EDUCATION PROGRAM,11800000,10600,7285.51,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,1998
1999,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,01,GENERAL OFFICE,11800000,273100,247527.25,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,1999
1999,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,10,RETAILER EDUCATION PROGRAM,11800000,10900,8852.4,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,1999
2000,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,01,GENERAL OFFICE,11800000,295800,274671.62,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2000
2000,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,10,RETAILER EDUCATION PROGRAM,11800000,11600,9736.8,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2000
2001,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,01,GENERAL OFFICE,11800000,370000,330606.08,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2001
2001,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,10,RETAILER EDUCATION PROGRAM,11800000,14800,12753.8,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2001
2002,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,01,GENERAL OFFICE,11800000,445200,419149.05,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2002
2002,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,10,RETAILER EDUCATION PROGRAM,11800000,16800,15837.24,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2002
2003,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,01,GENERAL OFFICE,11800000,492900,399116.72,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2003
2003,0821,DRAM SHOP,567,LIQUOR CONTROL COMM,10,RETAILER EDUCATION PROGRAM,11800000,18600,16200,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,949,OTHER BOARDS & COMMISSIONS,2003
2004,0821,DRAM SHOP,492,REVENUE,35,LIQUOR CONTROL-GENERAL OFFICE,11800000,456000,389494,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,492,492,2004
2004,0821,DRAM SHOP,492,REVENUE,37,LIQUOR CONTROL-RETAILER ED,11800000,22000,17557.16,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,492,492,2004
2005,0821,DRAM SHOP,492,REVENUE,35,LIQUOR CONTROL-GENERAL OFFICE,11800000,520140,494426.98,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,492,492,2005
2006,0821,DRAM SHOP,492,REVENUE,35,LIQUOR CONTROL-GENERAL OFFICE,11800000,593400,493071.53,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,492,492,2006
2007,0821,DRAM SHOP,492,REVENUE,35,LIQUOR CONTROL-GENERAL OFFICE,11800000,594500,489562.03,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,492,492,2007
2008,0821,DRAM SHOP,492,REVENUE,35,LIQUOR CONTROL-GENERAL OFFICE,11800000,550000,543221.54,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0821,0821,0,NA,1,DRAM SHOP,D,Special State Funds,1,1,not refund,0,1,492,492,2008
